Discogs_Artists,Discogs_Titles,Discogs_Labels,Discogs_Tags,Discogs_Countries,Discogs_Years,Discogs_Search_Filters,Discogs_Urls,Discogs_Formats,Discogs_Tracklist,Discogs_YouTube_Videos
Mental Anguish,Evidence,,,,,"style_exact, Ambient",https://discogs.com/release/29201113-Mental-Anguish-Evidence,,,
イルカの夢でさようなら…,イルカの夢でさようなら...２,,,,,"style_exact, Ambient",https://discogs.com/release/29197111-%E3%82%A4%E3%83%AB%E3%82%AB%E3%81%AE%E5%A4%A2%E3%81%A7%E3%81%95%E3%82%88%E3%81%86%E3%81%AA%E3%82%89-%E3%82%A4%E3%83%AB%E3%82%AB%E3%81%AE%E5%A4%A2%E3%81%A7%E3%81%95%E3%82%88%E3%81%86%E3%81%AA%E3%82%89%EF%BC%92,,,
Polar Moon,Where Have All The Wolves Gone,,,,,"style_exact, Ambient",https://discogs.com/release/29194516-Polar-Moon-Where-Have-All-The-Wolves-Gone,,,
Art Demoir,Immediate,,,,,"style_exact, Ambient",https://discogs.com/release/29192581-Art-Demoir-Immediate,,,
Airport People,From Nine Mornings,,,,,"style_exact, Ambient",https://discogs.com/release/29191009-Airport-People-From-Nine-Mornings,,,
vidnaObmana*,Crossing The Trail,,,,,"style_exact, Ambient",https://discogs.com/release/29190571-vidnaObmana-Crossing-The-Trail,,,
Torus Dome,Statuvolence Spiral,,,,,"style_exact, Ambient",https://discogs.com/release/29178850-Torus-Dome-Statuvolence-Spiral,,,
Various,Soft Pop Carry On,,,,,"style_exact, Ambient",https://discogs.com/release/29175547-Various-Soft-Pop-Carry-On,,,
Unknown Artist,Nightingale,,,,,"style_exact, Ambient",https://discogs.com/release/29143672-Unknown-Artist-Nightingale,,,
Hexode,Mother's Day EP,,,,,"style_exact, Ambient",https://discogs.com/release/29232685-Hexode-Mothers-Day-EP,,,
Phinney* / McGee*,Cooperative Principle,,,,,"style_exact, Ambient",https://discogs.com/release/29225125-Phinney-McGee-Cooperative-Principle-,,,
Exm ,Manifolds,,,,,"style_exact, Ambient",https://discogs.com/release/29215291-Exm-Manifolds,,,
Rod Hamilton / Comeback Ranch,Split EP,,,,,"style_exact, Ambient",https://discogs.com/release/29239492-Rod-Hamilton-Comeback-Ranch-Split-EP,,,
Yorkshire Modular Society,YMS_0135,,,,,"style_exact, Ambient",https://discogs.com/release/29143501-Yorkshire-Modular-Society-YMS_0135,,,
4-D Mode1*,Denkmal,,,,,"style_exact, Ambient",https://discogs.com/release/29141710-4-D-Mode1-Denkmal,,,
Schroedinger's Cat,Airworlds 1n2,,,,,"style_exact, Ambient",https://discogs.com/release/29101759-Schroedingers-Cat-Airworlds-1n2,,,
Garagee,Dream Chronicles: Collected Works,,,,,"style_exact, Ambient",https://discogs.com/release/29073160-Garagee-Dream-Chronicles-Collected-Works,,,
RVO Soundhouse,Autismus Und ADHS,,,,,"style_exact, Ambient",https://discogs.com/release/29046295-RVO-Soundhouse-Autismus-Und-ADHS,,,
Hopler Route,Aural Intensity,,,,,"style_exact, Ambient",https://discogs.com/release/29042185-Hopler-Route-Aural-Intensity,,,
Larsen Eirik Miinea,Old Noises,,,,,"style_exact, Ambient",https://discogs.com/release/29040604-Larsen-Eirik-Miinea-Old-Noises,,,
Mel Agony,Theory,,,,,"style_exact, Ambient",https://discogs.com/release/29029432-Mel-Agony-Theory,,,
Glenn Bach,Incidental,,,,,"style_exact, Ambient",https://discogs.com/release/29019934-Glenn-Bach-Incidental,,,
Paranoia Inducta,Maze Of Death,,,,,"style_exact, Ambient",https://discogs.com/release/29010526-Paranoia-Inducta-Maze-Of-Death,,,
The Upsidedown Stars,Illusion,,,,,"style_exact, Ambient",https://discogs.com/release/28993954-The-Upsidedown-Stars-Illusion,,,
Fritz Mayr ,Starry Sky (Guitar Ambient Music Part 1),,,,,"style_exact, Ambient",https://discogs.com/release/28991593-Fritz-Mayr-Starry-Sky-Guitar-Ambient-Music-Part-1,,,
Flora Yin-Wong,Nymph,,,,,"style_exact, Ambient",https://discogs.com/release/28985614-Flora-Yin-Wong-Nymph-,,,
Nights Amore,Starburst,,,,,"style_exact, Ambient",https://discogs.com/release/28978594-Nights-Amore-Starburst,,,
Pad Vs. Chin Xaou Ti Won,Pad Vs Cxtw,,,,,"style_exact, Ambient",https://discogs.com/release/28976326-Pad-Vs-Chin-Xaou-Ti-Won-Pad-Vs-Cxtw-,,,
平沢進*,Photon-3,,,,,"style_exact, Ambient",https://discogs.com/release/28965976-%E5%B9%B3%E6%B2%A2%E9%80%B2-Photon-3,,,
Will Ackerman*,The Opening Of Doors,,,,,"style_exact, Ambient",https://discogs.com/release/28964044-Will-Ackerman-The-Opening-Of-Doors,,,
Naoki Kasugai,Walk : 2023/12/7,,,,,"style_exact, Ambient",https://discogs.com/release/29132905-Naoki-Kasugai-Walk-2023127,,,
Zaïmph,Transverse Presence,,,,,"style_exact, Ambient",https://discogs.com/release/29109880-Za%C3%AFmph-Transverse-Presence,,,
Knurl,Dislodge,,,,,"style_exact, Ambient",https://discogs.com/release/29107624-Knurl-Dislodge,,,
Various,Shadowlands 5,,,,,"style_exact, Ambient",https://discogs.com/release/29079547-Various-Shadowlands-5,,,
111R,THIS IS ALL WRONG,,,,,"style_exact, Ambient",https://discogs.com/release/29162122-111R-THIS-IS-ALL-WRONG,,,
Enya,The Memory Of Trees,,,,,"style_exact, Ambient",https://discogs.com/release/29214811-Enya-The-Memory-Of-Trees,,,
Carl Taylor,Hope & Fear,,,,,"style_exact, Ambient",https://discogs.com/release/29213605-Carl-Taylor-Hope-Fear,,,
Sotvorishi*,Foaming Waves,,,,,"style_exact, Ambient",https://discogs.com/release/29209552-Sotvorishi-Foaming-Waves,,,
Mental Anguish,Vagrant Series Volume Two,,,,,"style_exact, Ambient",https://discogs.com/release/29206999-Mental-Anguish-Vagrant-Series-Volume-Two,,,
Watine,Cinetique Geostationnaire,,,,,"style_exact, Ambient",https://discogs.com/release/29170399-Watine-Cinetique-Geostationnaire,,,
Nathan Melja,With Dan!,,,,,"style_exact, Ambient",https://discogs.com/release/29180788-Nathan-Melja-With-Dan,,,
Tomboy Facefuck,Amethyst,,,,,"style_exact, Ambient",https://discogs.com/release/29180449-Tomboy-Facefuck-Amethyst,,,
Multiplex,Ardoonay Varsu Barragus,,,,,"style_exact, Ambient",https://discogs.com/release/29202223-Multiplex-Ardoonay-Varsu-Barragus,,,
Ruah ,Memory Loops,,,,,"style_exact, Ambient",https://discogs.com/release/29201203-Ruah-Memory-Loops,,,
Various,We Dance To Remember,,,,,"style_exact, Ambient",https://discogs.com/release/29200324-Various-We-Dance-To-Remember,,,
Art Demoir,Asking,,,,,"style_exact, Ambient",https://discogs.com/release/29192524-Art-Demoir-Asking,,,
Art Demoir,Infinite,,,,,"style_exact, Ambient",https://discogs.com/release/29192206-Art-Demoir-Infinite,,,
Various,Ambiance Reunion,,,,,"style_exact, Ambient",https://discogs.com/release/29189938-Various-Ambiance-Reunion,,,
Multidimensional Being,Annulus,,,,,"style_exact, Ambient",https://discogs.com/release/29189800-Multidimensional-Being-Annulus,,,
Jon And Vangelis*,Short Stories,,,,,"style_exact, Ambient",https://discogs.com/release/28999621-Jon-And-Vangelis-Short-Stories,,,
Steve Moore ,Vaalbara,,,,,"style_exact, Ambient",https://discogs.com/release/29237362-Steve-Moore-Vaalbara,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29219008-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Gypsy ,Rendevous With Yesterday,,,,,"style_exact, Ambient",https://discogs.com/release/29217985-Gypsy-Rendevous-With-Yesterday,,,
Various,Deconstructing Reality Volume 1,,,,,"style_exact, Ambient",https://discogs.com/release/29217115-Various-Deconstructing-Reality-Volume-1,,,
Gypsy ,Gypsy Compilation,,,,,"style_exact, Ambient",https://discogs.com/release/29217064-Gypsy-Gypsy-Compilation,,,
Mental Anguish,Puff,,,,,"style_exact, Ambient",https://discogs.com/release/29224855-Mental-Anguish-Puff,,,
Stonecirclesampler,Hiraeth,,,,,"style_exact, Ambient",https://discogs.com/release/29148535-Stonecirclesampler-Hiraeth,,,
Tower Of The Sun,Reset,,,,,"style_exact, Ambient",https://discogs.com/release/29135875-Tower-Of-The-Sun-Reset,,,
Naoki Kasugai,Walk : 2023/12/9,,,,,"style_exact, Ambient",https://discogs.com/release/29150728-Naoki-Kasugai-Walk-2023129,,,
Yorkshire Modular Society,YMS_0157,,,,,"style_exact, Ambient",https://discogs.com/release/29142136-Yorkshire-Modular-Society-YMS_0157,,,
soda drink,⑰,,,,,"style_exact, Ambient",https://discogs.com/release/29122882-soda-drink-%E2%91%B0,,,
BasikOne,Take Off,,,,,"style_exact, Ambient",https://discogs.com/release/29118823-BasikOne-Take-Off,,,
Ken Martin ,Ambient 3 Vol 1,,,,,"style_exact, Ambient",https://discogs.com/release/29111149-Ken-Martin-Ambient-3-Vol-1,,,
WTF.FM,Flightwave Passions Vol. 1,,,,,"style_exact, Ambient",https://discogs.com/release/29109559-WTFFM-Flightwave-Passions-Vol-1,,,
Phrozenlight,Last Sessions In The Jungle,,,,,"style_exact, Ambient",https://discogs.com/release/29096554-Phrozenlight-Last-Sessions-In-The-Jungle,,,
Bolus,Sermons,,,,,"style_exact, Ambient",https://discogs.com/release/29089792-Bolus-Sermons,,,
Ritualz,Hypermotion X 2.0,,,,,"style_exact, Ambient",https://discogs.com/release/29077333-Ritualz-Hypermotion-X-20,,,
Xenia Reaper,the tales they tell,,,,,"style_exact, Ambient",https://discogs.com/release/29072773-Xenia-Reaper-the-tales-they-tell,,,
Xenia Reaper,magical assistance,,,,,"style_exact, Ambient",https://discogs.com/release/29072728-Xenia-Reaper-magical-assistance,,,
Drapizdat,М​И​Ф,,,,,"style_exact, Ambient",https://discogs.com/release/29066155-Drapizdat-%D0%9C%D0%98%D0%A4,,,
Kenji Kawai,Apocalypse: La 2ème Guerre Mondiale (Les Musiques Originales),,,,,"style_exact, Ambient",https://discogs.com/release/29045749-Kenji-Kawai-Apocalypse-La-2%C3%A8me-Guerre-Mondiale-Les-Musiques-Originales,,,
Rubidium Rings,Crystals (Live IX​/​III​/​XXIII),,,,,"style_exact, Ambient",https://discogs.com/release/29043184-Rubidium-Rings-Crystals-Live-IXIIIXXIII,,,
Hopler Route,Aural Intensity,,,,,"style_exact, Ambient",https://discogs.com/release/29042200-Hopler-Route-Aural-Intensity,,,
Heavenchord & Infinity Dots,Palingenesia,,,,,"style_exact, Ambient",https://discogs.com/release/29041180-Heavenchord-Infinity-Dots-Palingenesia,,,
Robert Scott Thompson,Skye,,,,,"style_exact, Ambient",https://discogs.com/release/29027425-Robert-Scott-Thompson-Skye,,,
J Orphic,Villa Ardita,,,,,"style_exact, Ambient",https://discogs.com/release/29010835-J-Orphic-Villa-Ardita,,,
Mark Sherriff ,Sunrise Dream,,,,,"style_exact, Ambient",https://discogs.com/release/28998967-Mark-Sherriff-Sunrise-Dream,,,
Sacris ,Labia,,,,,"style_exact, Ambient",https://discogs.com/release/28996276-Sacris-Labia,,,
Elbosco,Angelis,,,,,"style_exact, Ambient",https://discogs.com/release/28995883-Elbosco-Angelis,,,
Adeptus Mechanicus ,The Cathedral,,,,,"style_exact, Ambient",https://discogs.com/release/28993018-Adeptus-Mechanicus-The-Cathedral,,,
JS ,Lifetime,,,,,"style_exact, Ambient",https://discogs.com/release/28985647-JS-Lifetime,,,
Paladin ,Unknown Zones,,,,,"style_exact, Ambient",https://discogs.com/release/28980523-Paladin-Unknown-Zones-,,,
Various,Summer Trips,,,,,"style_exact, Ambient",https://discogs.com/release/28977223-Various-Summer-Trips,,,
Santiago Salazar With  Vinson ,SANTUARIO (11.18.23),,,,,"style_exact, Ambient",https://discogs.com/release/28975969-Santiago-Salazar-With-Vinson-SANTUARIO-111823-,,,
Rubidium Rings,The Moon EP (Redux),,,,,"style_exact, Ambient",https://discogs.com/release/28971619-Rubidium-Rings-The-Moon-EP-Redux,,,
Achyro,Sature,,,,,"style_exact, Ambient",https://discogs.com/release/29192158-Achyro-Sature,,,
Art Demoir,Prepare,,,,,"style_exact, Ambient",https://discogs.com/release/29192146-Art-Demoir-Prepare,,,
Various,Ambiance Sunrise,,,,,"style_exact, Ambient",https://discogs.com/release/29190643-Various-Ambiance-Sunrise,,,
Szemzó Tibor*,Invisible Story,,,,,"style_exact, Ambient",https://discogs.com/release/29180869-Szemz%C3%B3-Tibor-Invisible-Story,,,
Tomboy Facefuck,"Е​щ​е В 2019​.​10​.​12​.​, Т​е​п​е​р​ь С Д​н​е​м Ро​ж​д​е​н​и​я",,,,,"style_exact, Ambient",https://discogs.com/release/29180623-Tomboy-Facefuck-%D0%95%D1%89%D0%B5-%D0%92-20191012-%D0%A2%D0%B5%D0%BF%D0%B5%D1%80%D1%8C-%D0%A1-%D0%94%D0%BD%D0%B5%D0%BC-%D0%A0%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F,,,
Tomboy Facefuck,Exit Life,,,,,"style_exact, Ambient",https://discogs.com/release/29180287-Tomboy-Facefuck-Exit-Life,,,
Tomboy Facefuck,After Dark,,,,,"style_exact, Ambient",https://discogs.com/release/29179831-Tomboy-Facefuck-After-Dark,,,
"神仙老虎狗* / 李俊陽*, 小劉*, 誠意重*",樹 = Sù,,,,,"style_exact, Ambient",https://discogs.com/release/29160679-%E7%A5%9E%E4%BB%99%E8%80%81%E8%99%8E%E7%8B%97-%E6%9D%8E%E4%BF%8A%E9%99%BD-%E5%B0%8F%E5%8A%89-%E8%AA%A0%E6%84%8F%E9%87%8D-%E6%A8%B9-S%C3%B9,,,
天気予報,Beyond The Veil (Farewell Performance),,,,,"style_exact, Ambient",https://discogs.com/release/29160148-%E5%A4%A9%E6%B0%97%E4%BA%88%E5%A0%B1-Beyond-The-Veil-Farewell-Performance,,,
Deep Forest,World Mix,,,,,"style_exact, Ambient",https://discogs.com/release/29159701-Deep-Forest-World-Mix,,,
Zen Dub,Sands Of Time,,,,,"style_exact, Ambient",https://discogs.com/release/29154190-Zen-Dub-Sands-Of-Time,,,
Yangchen And The Giant Love Babys,On A Bloomin' Lotus Flower,,,,,"style_exact, Ambient",https://discogs.com/release/29045767-Yangchen-And-The-Giant-Love-Babys-On-A-Bloomin-Lotus-Flower,,,
Emlyn Ellis Addison,Intrapsychological Exposures,,,,,"style_exact, Ambient",https://discogs.com/release/29185534-Emlyn-Ellis-Addison-Intrapsychological-Exposures,,,
Lisa Lynne & George Tortorelli,Love & Peace,,,,,"style_exact, Ambient",https://discogs.com/release/29214349-Lisa-Lynne-George-Tortorelli-Love-Peace,,,
Repro ,Feel Extraordinary EP,,,,,"style_exact, Ambient",https://discogs.com/release/29212789-Repro-Feel-Extraordinary-EP,,,
Zack Wright,Music from The Amazing Johnathan Documentary,,,,,"style_exact, Ambient",https://discogs.com/release/29209945-Zack-Wright-Music-from-The-Amazing-Johnathan-Documentary-,,,
Cigma Six,Impasto,,,,,"style_exact, Ambient",https://discogs.com/release/29208145-Cigma-Six-Impasto,,,
Band of Cloud,A For Andromeda,,,,,"style_exact, Ambient",https://discogs.com/release/29198491-Band-of-Cloud-A-For-Andromeda,,,
Hexode,Sleep Sequence A™,,,,,"style_exact, Ambient",https://discogs.com/release/29232784-Hexode-Sleep-Sequence-A,,,
Chris Phinney  &  Ed Drury,Life,,,,,"style_exact, Ambient",https://discogs.com/release/29216560-Chris-Phinney-Ed-Drury-Life,,,
Rei Harakami,天然コケッコー 完全盤 Original Soundtrack By Rei Harakami,,,,,"style_exact, Ambient",https://discogs.com/release/29243425-Rei-Harakami-%E5%A4%A9%E7%84%B6%E3%82%B3%E3%82%B1%E3%83%83%E3%82%B3%E3%83%BC-%E5%AE%8C%E5%85%A8%E7%9B%A4-Original-Soundtrack-By-Rei-Harakami,,,
Andrew Liles,Aural Anagram 2.0,,,,,"style_exact, Ambient",https://discogs.com/release/29239417-Andrew-Liles-Aural-Anagram-20,,,
Pentode,Terra,,,,,"style_exact, Ambient",https://discogs.com/release/29237449-Pentode-Terra,,,
David Parker  & Tanto ,(split),,,,,"style_exact, Ambient",https://discogs.com/release/29235211-David-Parker-19-Tanto-split,,,
Various,Flipper&Chiller Vol. 2 Formentera,,,,,"style_exact, Ambient",https://discogs.com/release/29201818-Various-FlipperChiller-Vol-2-Formentera,,,
Abdur Razzaq & Rafiyq A. Muhammad,The Night Of Power (Laylatu'l Qadri),,,,,"style_exact, Ambient",https://discogs.com/release/29200045-Abdur-Razzaq-Rafiyq-A-Muhammad-The-Night-Of-Power-Laylatul-Qadri,,,
Yorkshire Modular Society,YMS_0158,,,,,"style_exact, Ambient",https://discogs.com/release/29142133-Yorkshire-Modular-Society-YMS_0158,,,
Thuuooom,neo ep,,,,,"style_exact, Ambient",https://discogs.com/release/29123785-Thuuooom-neo-ep,,,
Eddie Silverton,Pure,,,,,"style_exact, Ambient",https://discogs.com/release/29120590-Eddie-Silverton-Pure,,,
Schroedinger's Cat,Airworlds 1n2,,,,,"style_exact, Ambient",https://discogs.com/release/29102350-Schroedingers-Cat-Airworlds-1n2,,,
Brutal Bastion,Heirs Of Nothing,,,,,"style_exact, Ambient",https://discogs.com/release/29097019-Brutal-Bastion-Heirs-Of-Nothing,,,
SubtractiveLAD & Tamika Roberts,Ocean,,,,,"style_exact, Ambient",https://discogs.com/release/29096701-SubtractiveLAD-Tamika-Roberts-Ocean,,,
Kollaborateur,Kollaborateur,,,,,"style_exact, Ambient",https://discogs.com/release/29095231-Kollaborateur-Kollaborateur,,,
Adelbert Von Deyen,Sternzeit,,,,,"style_exact, Ambient",https://discogs.com/release/29086180-Adelbert-Von-Deyen-Sternzeit,,,
Phaseshifter,Music For Cosmic Connection,,,,,"style_exact, Ambient",https://discogs.com/release/29085988-Phaseshifter-Music-For-Cosmic-Connection,,,
flyoversx,the inevitability of withering,,,,,"style_exact, Ambient",https://discogs.com/release/29079016-flyoversx-the-inevitability-of-withering,,,
Volcano Lazerbeam,Union,,,,,"style_exact, Ambient",https://discogs.com/release/29070448-Volcano-Lazerbeam-Union,,,
Falling Together,Moonlight Over Diamond Road,,,,,"style_exact, Ambient",https://discogs.com/release/29041744-Falling-Together-Moonlight-Over-Diamond-Road,,,
rリiチcャhーaドr_d,Greetings From Vice City,,,,,"style_exact, Ambient",https://discogs.com/release/29026393-r%E3%83%AAi%E3%83%81c%E3%83%A3h%E3%83%BCa%E3%83%89r_d-Greetings-From-Vice-City,,,
St-Michel Et Markus Cone*,Fossiles Minuscules D'une Ère Pr​é​cambrienne,,,,,"style_exact, Ambient",https://discogs.com/release/29018032-St-Michel-Et-Markus-Cone-Fossiles-Minuscules-Dune-%C3%88re-Pr%C3%A9cambrienne,,,
Femin-XY,Okkultes Tor,,,,,"style_exact, Ambient",https://discogs.com/release/29002582-Femin-XY-Okkultes-Tor,,,
Dextro,The Animism E.P.,,,,,"style_exact, Ambient",https://discogs.com/release/28997602-Dextro-The-Animism-EP,,,
Crystal Moon,Temple,,,,,"style_exact, Ambient",https://discogs.com/release/28984597-Crystal-Moon-Temple,,,
The Rosen Corporation,Haiku,,,,,"style_exact, Ambient",https://discogs.com/release/28973959-The-Rosen-Corporation-Haiku,,,
Various,Lonely Is An Eyesore,,,,,"style_exact, Ambient",https://discogs.com/release/28964116-Various-Lonely-Is-An-Eyesore,,,
Martin Stürtzer,Aquatic Cosmos,,,,,"style_exact, Ambient",https://discogs.com/release/29165791-Martin-St%C3%BCrtzer-Aquatic-Cosmos,,,
Digital Synapse,Neurotransmission,,,,,"style_exact, Ambient",https://discogs.com/release/29190640-Digital-Synapse-Neurotransmission,,,
Tomboy Facefuck,死​の​ビ​ジ​ョ​ン [Vision Of Death],,,,,"style_exact, Ambient",https://discogs.com/release/29180257-Tomboy-Facefuck-%E6%AD%BB%E3%81%AE%E3%83%93%E3%82%B8%E3%83%A7%E3%83%B3-Vision-Of-Death,,,
Tomboy Facefuck,~$ Sudo Apt​-​get Install Freedom,,,,,"style_exact, Ambient",https://discogs.com/release/29179462-Tomboy-Facefuck--Sudo-Apt-get-Install-Freedom,,,
Fever Ray,If I Had A Heart,,,,,"style_exact, Ambient",https://discogs.com/release/29172406-Fever-Ray-If-I-Had-A-Heart,,,
Naoki Kasugai,Walk : 2023/12/11,,,,,"style_exact, Ambient",https://discogs.com/release/29170057-Naoki-Kasugai-Walk-20231211,,,
Dennis Hart,Aurora,,,,,"style_exact, Ambient",https://discogs.com/release/29167717-Dennis-Hart-Aurora,,,
Cégiu*,Glowing Goodbyes,,,,,"style_exact, Ambient",https://discogs.com/release/29166832-C%C3%A9giu-Glowing-Goodbyes,,,
GB EDGE,OSCILLATE,,,,,"style_exact, Ambient",https://discogs.com/release/29156449-GB-EDGE-OSCILLATE,,,
Cosmic Hoffmann,Astral Journey,,,,,"style_exact, Ambient",https://discogs.com/release/29153611-Cosmic-Hoffmann-Astral-Journey,,,
M.B. / Maurizio Bianchi* And Coalminer + Allies*,Antimateria,,,,,"style_exact, Ambient",https://discogs.com/release/29235547-MB-Maurizio-Bianchi-And-Coalminer-Allies-Antimateria,,,
Mukul,Stray,,,,,"style_exact, Ambient",https://discogs.com/release/29152606-Mukul-Stray,,,
Jugo Nagisa With Lakeside ,Jugo Nagisa With Lakeside,,,,,"style_exact, Ambient",https://discogs.com/release/29152192-Jugo-Nagisa-With-Lakeside-Jugo-Nagisa-With-Lakeside,,,
Yorkshire Modular Society,YMS_0140a,,,,,"style_exact, Ambient",https://discogs.com/release/29142574-Yorkshire-Modular-Society-YMS_0140a,,,
Yorkshire Modular Society,YMS_0160,,,,,"style_exact, Ambient",https://discogs.com/release/29142115-Yorkshire-Modular-Society-YMS_0160,,,
Tryhm,The Silent Hunt,,,,,"style_exact, Ambient",https://discogs.com/release/29133052-Tryhm-The-Silent-Hunt,,,
Chuquimamani-Condori,Fact Mix 937,,,,,"style_exact, Ambient",https://discogs.com/release/29123560-Chuquimamani-Condori-Fact-Mix-937,,,
FRKSE / Altered Form,Corporeal Identity Transmission,,,,,"style_exact, Ambient",https://discogs.com/release/29120728-FRKSE-Altered-Form-Corporeal-Identity-Transmission,,,
